MutationType	SP1086	SP1003	SP1677	SP1305	SP963	SP1144	SP1132	SP1712	SP1114	SP1431	SP975	SP1059	SP1419	SP1009	SP1724	SP96136	SP967	SP1781	SP1174	SP953	SP1377	SP1365	SP1491	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	3	2	2	1	3	1	18	1	1	1	3	8	3	1	0	1	0	0	0	4	1	2	2	4	2	4	0	0	1	4	5	3	1	1	3	0	3	6	1	6	3	4	2	4	1	1	11	3	1	1	2	1	3	3	2	2	6	7	1	7	4	1	2	2	0	1	5	3	2	1	3	1	5	1	0	2	1	1	1	5	3	0	2	1	6	6	3	1	0	1	0	2	3	0	2	2	8	16	2	2	5	2	1	0	1	1	4	0	5	5	2	1	2	1	1	4	1	1	2	4	4	2	3	2	6	8	0	8	8	2	2	5	4	5	3	4	2	1	0	2	4	3	2	2	2	2	0	7	0	8	4	0	2	5	6	0	3	0	0	0	1	0	4	9	1	1	5	2	5	0	0	3	5	5	0	3	2	2	8	3	1	3	2	2	2	11	2	1	2	1	0	4	1	4	4	6	1	2
G[Del(C):R1]G	2	0	1	2	0	1	10	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3	0	2	1	1	4	1	0	3	0	0	0	3	1	19	0	0	1	0	0	0	0	0	2	0	0	1	1	1	2	0	4	3	0	3	3	0	0	1	1	0	3	0	2	2	1	1	2	1	0	2	0	0	0	1	1	2	0	1	1	0	14	1	0	0	1	1	0	1	0	0	2	4	0	0	0	0	2	0	0	2	0	1	1	1	0	2	0	2	0	2	1	1	0	0	4	0	1	1	6	4	1	3	2	0	1	29	1	6	1	1	0	3	0	1	3	1	0	0	2	0	1	3	0	0	2	0	0	1	0	1	0	1	3	2	0	2	2	0	1	0	2	5	1	0	0	1	1	2	1	0	0	1	0	2	0	7	2	0	0	1	0	1	1	0	0	0	0	1	2	2	1	2
G[Del(C):R1]T	3	3	0	11	2	3	11	1	2	0	6	11	9	4	4	8	2	2	2	6	2	7	0	2	2	10	4	2	15	5	1	6	2	8	0	4	3	9	4	20	5	4	2	5	3	1	11	1	7	0	7	1	3	7	3	7	22	0	1	5	0	3	0	4	3	2	5	17	3	4	8	6	1	1	1	1	4	1	5	3	5	0	3	0	2	12	8	2	3	1	4	5	4	0	0	4	11	15	2	2	3	1	4	1	0	5	10	5	9	4	2	1	3	5	1	1	2	2	5	3	4	6	8	5	8	5	1	15	5	5	11	15	6	4	8	0	1	7	12	3	8	6	3	2	9	3	2	12	3	10	9	2	1	7	1	0	1	1	7	6	1	4	2	4	9	0	9	1	12	3	0	10	13	6	2	3	2	7	5	4	0	6	5	20	0	5	1	1	7	0	1	4	1	11	4	5	4	12
G[Del(C):R2]A	3	5	9	11	5	2	39	0	8	1	1	16	3	6	2	7	0	2	3	7	1	8	0	7	6	5	3	4	4	13	9	5	2	15	1	1	3	8	1	13	6	2	1	8	1	1	6	3	2	1	5	0	17	7	28	3	9	10	0	10	11	5	6	3	3	2	4	10	3	5	1	8	11	1	0	0	4	2	10	6	7	5	2	0	4	9	8	3	5	0	1	2	2	4	0	8	4	13	2	1	4	3	6	0	3	4	6	0	10	9	4	0	5	11	4	5	4	8	4	3	8	5	8	2	18	11	1	11	14	8	2	15	2	24	11	9	7	4	12	7	8	5	5	1	0	2	3	15	3	7	12	0	2	6	2	2	17	1	4	8	2	3	5	6	7	1	2	1	3	0	2	3	4	4	9	14	1	11	2	4	0	1	11	3	1	1	1	1	7	15	6	10	1	4	4	15	1	3
G[Del(C):R2]G	0	1	0	6	3	0	4	0	3	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	2	0	1	2	1	0	1	0	1	1	0	0	2	1	0	2	2	8	0	5	3	0	1	3	2	1	0	0	0	1	2	2	0	3	0	3	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	1	0	0	0	1	3	0	0	1	4	0	0	2	0	0	0	1	0	1	0	0	2	0	0	2	0	0	0	1	0	1	0	2	1	1	0	10	1	1	3	4	1	2	7	0	4	1	0	0	3	0	1	2	1	0	0	0	1	0	3	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	3	0	0	3	0	3	0	0	0	1	1	1	2	1	0	2	1	0	0	4	2	0	0	0	0	1	4	3	2	0	2	2	3	0	2
G[Del(C):R2]T	2	3	4	9	0	0	52	0	4	3	0	7	1	2	3	6	1	4	3	4	2	3	2	6	2	0	0	5	4	9	4	1	2	5	1	3	2	9	1	9	1	1	1	3	0	0	5	3	1	1	3	2	8	5	11	1	9	0	3	5	0	2	3	1	3	0	2	9	2	0	4	1	3	2	0	1	1	0	6	2	2	0	2	1	7	7	6	0	2	0	3	1	4	1	3	1	4	35	2	0	2	1	6	1	2	2	10	0	2	4	2	1	1	6	2	0	6	5	1	0	7	3	3	2	9	3	1	6	6	10	0	16	9	4	6	3	3	3	12	2	2	1	3	2	2	5	0	3	3	6	6	1	1	3	0	1	2	2	4	5	0	2	2	9	1	1	2	2	7	1	0	2	2	7	7	6	0	7	1	0	0	1	5	2	2	2	1	2	2	3	5	8	4	2	1	6	2	6
G[Del(C):R3]A	0	1	5	5	4	10	14	0	10	0	0	12	2	1	1	3	0	2	2	4	0	3	0	2	3	1	0	5	3	8	1	6	1	7	0	2	0	6	2	5	0	0	0	6	0	0	4	2	3	0	1	0	8	3	23	0	6	12	0	12	12	4	1	2	0	2	4	5	2	3	5	5	13	0	0	0	0	1	2	3	1	1	2	0	0	2	12	2	5	2	0	1	1	1	0	5	12	11	2	2	1	0	8	2	3	1	4	0	4	5	5	0	1	2	1	2	4	4	1	1	2	2	4	2	13	4	0	6	16	6	4	8	4	15	2	2	2	6	6	1	5	0	3	0	0	2	2	19	3	2	8	2	0	6	2	1	6	1	5	1	1	1	1	8	3	0	8	2	3	1	1	4	2	4	5	5	0	10	1	1	0	0	8	2	1	3	0	3	3	8	9	4	3	2	0	13	0	1
G[Del(C):R3]G	0	1	2	2	0	0	2	0	0	0	2	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	2	0	0	1	0	0	1	2	0	1	0	0	0	1	0	0	1	0	1	1	1	0	4	1	7	0	0	1	0	2	1	0	2	0	0	0	2	3	0	0	1	2	2	1	0	0	0	0	1	2	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	2	5	1	0	0	0	2	0	1	0	4	0	0	0	2	0	1	3	0	1	1	0	1	0	3	1	0	1	3	3	0	1	0	1	2	7	1	1	0	1	0	1	0	1	0	2	1	0	1	1	0	6	1	3	1	0	0	1	1	1	1	1	2	0	0	0	2	2	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	1	0	0	0	1
G[Del(C):R3]T	1	1	3	3	1	0	12	0	2	0	0	3	0	0	1	0	1	0	0	6	0	3	0	3	2	2	0	3	0	3	1	1	0	4	0	2	0	7	0	9	2	0	1	3	0	0	4	0	2	1	0	1	0	0	7	0	5	6	0	5	6	1	3	0	0	1	3	4	0	2	2	1	4	1	0	0	1	2	1	2	2	0	1	0	4	2	11	1	0	0	0	0	0	1	2	2	2	8	0	1	0	0	1	0	1	1	3	0	3	3	3	0	4	3	0	0	3	1	3	0	3	0	0	1	7	1	0	5	6	0	2	22	3	4	3	1	2	3	3	1	4	1	3	0	0	0	1	7	0	2	3	1	0	1	0	2	1	1	2	2	1	1	2	4	1	1	0	1	4	1	1	1	4	2	2	2	0	0	1	0	1	2	4	2	0	2	1	0	2	2	3	3	0	1	0	4	0	4
G[Del(C):R4]A	3	3	1	5	1	1	6	1	4	0	1	4	1	1	1	5	0	1	1	4	0	2	2	2	1	1	0	4	1	2	5	0	2	4	1	1	0	7	0	31	1	0	2	5	0	0	6	0	0	0	0	0	5	0	16	0	8	9	0	9	9	1	0	0	2	0	1	1	4	0	2	4	0	0	0	1	0	1	2	2	2	0	0	0	3	3	18	0	5	0	0	0	0	2	0	2	1	5	0	1	1	0	0	0	0	1	4	1	1	1	6	0	3	3	0	0	4	0	0	0	2	0	4	2	9	4	1	1	9	2	0	97	3	6	5	3	4	2	1	1	1	2	2	0	0	0	0	7	1	3	2	0	1	0	1	1	5	0	1	0	1	1	4	2	2	1	2	0	3	0	3	3	1	5	3	3	1	2	0	1	0	0	2	0	0	1	1	1	2	3	2	6	0	2	0	4	0	1
G[Del(C):R4]G	0	0	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	18	1	0	0	2	1	0	0	0	0	0	0	0	3	1	3	0	1	0	0	3	0	1	0	0	0	0	1	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	1	0	8	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	1	1	0	1	2	1	0	4	2	1	49	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	3	0	0	0	1	2	0	0	2	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0
G[Del(C):R4]T	1	0	2	4	1	1	4	0	3	0	1	1	0	1	1	1	0	0	1	5	0	0	1	1	2	1	0	2	1	2	2	0	0	2	0	0	0	4	0	22	2	0	0	4	0	0	1	1	2	0	0	0	2	1	5	0	1	3	0	2	3	1	2	0	2	1	0	3	0	1	0	4	4	0	0	0	0	0	0	1	0	0	0	1	3	1	22	0	1	1	0	1	0	1	0	1	0	3	0	0	1	0	4	0	1	1	0	0	2	1	1	1	0	0	1	1	2	0	0	0	2	1	2	0	5	2	1	3	3	2	0	47	0	2	2	2	0	1	3	1	1	1	3	1	0	1	0	8	0	1	3	0	0	1	0	0	2	3	3	0	0	0	0	1	0	0	1	1	3	0	0	1	1	1	1	1	1	2	1	0	0	2	1	0	0	0	0	0	0	4	2	3	1	2	2	4	0	1
G[Del(C):R5]A	2	2	4	5	1	2	1	1	5	1	1	4	1	0	1	2	1	0	1	1	1	0	2	0	1	0	0	0	0	4	4	3	0	2	1	2	0	1	2	107	2	0	0	4	0	0	0	0	1	0	1	0	2	0	8	1	4	3	0	4	3	0	0	1	1	0	1	0	1	1	2	1	0	0	1	0	1	1	3	2	1	1	0	0	1	1	62	1	0	0	1	0	0	0	1	0	2	2	1	0	0	0	5	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	1	0	2	2	0	2	11	9	0	2	8	1	1	183	2	4	0	2	0	3	0	1	1	3	4	1	0	0	0	7	0	1	3	1	0	0	0	0	7	1	1	1	0	2	0	2	1	1	2	6	3	0	1	2	3	3	3	0	0	4	0	1	0	0	2	0	1	2	0	0	1	2	4	1	0	1	2	2	0	1
G[Del(C):R5]G	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	41	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	25	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	53	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
G[Del(C):R5]T	3	0	2	4	0	0	2	0	2	0	1	2	1	1	0	3	0	1	0	2	1	1	0	1	0	1	1	4	0	0	2	0	0	1	0	1	0	4	1	87	2	0	1	1	1	0	1	1	0	0	1	0	7	0	4	0	3	2	0	1	2	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	4	2	3	3	2	0	1	0	79	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	1	2	1	0	1	0	1	2	2	1	0	4	0	0	0	1	1	0	0	8	9	0	2	3	2	0	164	0	2	0	1	2	0	1	1	2	0	2	0	1	0	2	0	1	0	3	0	0	1	0	0	2	0	0	1	0	0	0	4	0	1	1	8	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	0	0	0	0	1	0	1
G[Del(C):R6]A	1	1	0	2	0	1	1	0	1	2	0	0	1	1	0	4	0	1	1	1	0	0	1	2	1	1	0	2	1	1	1	1	1	0	0	1	1	2	1	176	2	0	0	0	0	0	0	0	0	0	3	0	1	0	7	1	2	1	1	0	1	0	1	0	1	0	2	0	1	1	0	2	0	0	0	1	0	0	2	1	2	0	0	0	0	0	121	1	0	0	0	1	0	1	2	0	3	1	0	0	1	0	3	1	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	0	2	1	2	0	7	11	0	0	1	2	0	293	0	3	1	2	0	1	1	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	3	2	2	0	0	2	1	0
G[Del(C):R6]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	1	0	2	0	2	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	2	119	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R6]T	1	2	0	0	0	0	1	0	0	0	1	0	1	3	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	1	0	1	82	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	1	1	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	1	1	1	0	123	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	8	0	0	1	1	1	127	1	1	0	1	0	1	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	1	0
G[Del(C):R7]A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	123	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	98	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	8	0	0	1	0	0	239	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
G[Del(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	63	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
G[Del(C):R7]T	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	41	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	2	0	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0
G[Del(C):R8]A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	128	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	62	2	0	1	0	0	0	1	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	209	2	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	18	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
G[Del(C):R8]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	41	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0	1	0	2	62	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Del(C):R1]A	7	9	9	8	10	5	15	5	6	1	4	18	3	3	4	26	2	15	3	11	3	5	4	12	4	9	4	7	5	15	20	11	7	12	19	6	5	31	3	18	12	5	5	15	4	4	8	5	6	3	1	4	24	10	81	17	16	15	1	11	16	42	8	13	2	0	7	9	17	11	28	14	13	4	7	6	5	2	14	23	8	5	4	3	18	9	18	11	2	6	13	2	6	2	4	4	6	21	1	31	10	3	22	2	5	5	9	2	11	24	7	4	5	6	7	4	6	2	7	2	5	18	7	1	19	9	6	11	29	12	6	45	6	20	7	6	2	11	7	6	5	10	15	5	18	8	5	42	3	8	13	10	4	3	11	7	21	6	5	20	5	5	9	9	2	0	35	2	13	4	7	1	33	8	7	5	2	21	4	7	0	4	6	4	11	3	0	4	7	11	14	12	3	14	12	18	3	10
