	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP8831	SP99013	SP107784	SP94741	SP90629	SP94933	SP2155	SP85818	SP1305	SP56553	SP62616	SP107371	SP29559	SP84384	SP57189	SP48189	SP102973	SP69077	SP112907	SP27825	SP55235	SP80615	SP125778	SP80217	SP21017	SP111114	SP54113	SP25494	SP103894	SP82103	SP56704	SP53618	SP116715	SP124369	SP102045	SP79427	SP111031	SP18787	SP31126	SP93540	SP90125	SP94348	SP79998	SP111175	SP107012	SP112290	SP93227	SP77956	SP21400	SP116520	SP112985	SP49229	SP114980	SP96118	SP110847	SP99325	SP114916	SP99329	SP99197	SP59368	SP101740	SP69898	SP17172	SP81137	SP17905	SP89909	SP31030	SP111119	SP102143	SP33688	SP110851	SP102897	SP123846	SP86775	SP114968	SP57629	SP16886	SP19295	SP63546	SP116819	SP102035	SP114973	SP125746	SP125732	SP114917	SP114937	SP114944	SP112777	SP124384	SP114903	SP975	SP105018	SP135287	SP90209	SP59803	SP94332	SP92659	SP112947	SP116545	SP23502	SP25350	SP49114	SP116365	SP123975	SP98953	SP5052	SP23775	SP59448	SP116676	SP111170	SP116589	SP101670	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP1365	SP57735	SP102957	SP3631	SP18310	SP112817	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	DRUP01020002T	CPCT02030351T	CPCT02020476T	DRUP01010142T	WIDE01010075T	CPCT02130170T	WIDE01010028T	CPCT02080273T	CPCT02220047T	CPCT02100092T	CPCT02140107T	CPCT02050436T	CPCT02080045T	CPCT02070436T	CPCT02010408T	CPCT02060033T	CPCT02010523T	CPCT02020436T	DRUP01010022T	CPCT02040329T	CPCT02050104T	CPCT02010772T	CPCT02070465T	CPCT02030430T	CPCT02030516T	CPCT02030421T	CPCT02220023T	CPCT02010579T	CPCT02340022T	CPCT02160003T	CPCT02030447T	CPCT02060013T	CPCT02020561T	DRUP01230001T	CPCT02130140T	DRUP01340003T	CPCT02050349T	WIDE01010372T	CPCT02080157T	CPCT02440020T	CPCT02360007T	CPCT02060224T	CPCT02020413TII	CPCT02220069T	CPCT02050385T	CPCT02050211T	WIDE01010208T	WIDE01010040T	CPCT02340010T	CPCT02010867T	CPCT02310017T	CPCT02120032T	CPCT02340030T	CPCT02030532T	CPCT02150052T	DRUP01070080T	CPCT02100141T	CPCT02130144T	CPCT02130131T	CPCT02220045T	CPCT02160058T	CPCT02210016T	CPCT02040280TII	CPCT02130146T	WIDE01010134T	CPCT02010635T	WIDE01010556T	CPCT02370010T	CPCT02380029T	CPCT02380026T	CPCT02070024T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	CPCT02010786T	CPCT02011068T	CPCT02120021T	CPCT02180025T	CPCT02080110T	CPCT02180009T	CPCT02090032T	CPCT02160021T	DRUP01030018T	CPCT02160034T	CPCT02450007T	DRUP01010078T	CPCT02340110T	CPCT02070043T	CPCT02180033T	CPCT02060264T	CPCT02070192T	CPCT02060265T	CPCT02070058T	CPCT02060140T	CPCT02040114T	WIDE01010026T	CPCT02100044T	CPCT02060225T	DRUP01070015T	CPCT02040299T	CPCT02080078T	CPCT02030451T	CPCT02050390T	CPCT02190055T	CPCT02011010T	CPCT02070244T	CPCT02070353T	CPCT02060291T	CPCT02020789T	CPCT02070131T	CPCT02070450T	CPCT02070145T	DRUP01040016T	CPCT02110059T	WIDE01010539T	CPCT02010486T	WIDE01010016T	CPCT02080120T	CPCT02310006T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02040113T	CPCT02240008T	CPCT02060246T	CPCT02010715T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02080294T	DRUP01070038T	WIDE01010565T	WIDE01010404T	DRUP01070009T	CPCT02050192T	CPCT02010505T	CPCT02050089T	WIDE01010228T	DRUP01010106T	CPCT02020599T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02370012T
C[Del(T):R6]C	211	2	0	6	293	1	1	1	3	3	0	0	0	1	1	2	1	0	1	1	2	2	24	7	3	0	2	0	2	50	233	0	3	0	3	2	0	162	3	107	1	0	1	2	3	0	0	609	6	1	2	0	1	1	3	49	1	0	436	11	4	1	3	3	4	1	8	1	0	0	10	5	2	299	3	173	0	19	105	3	581	0	29	0	0	0	5	59	6	504	2	0	1	5	2	3	165	2	78	53	5	17	0	0	6	47	0	0	0	7	12	11	0	0	2	5	161	44	2	3	4	0	94	3	1	7	323	571	2	2	8	0	1	16	0	2	1	15	1	1	1	10	4	2	1	1	1	3	516	3	448	3	2	2	2	3	0	0	536	15	592	2	0	3	2213	1	4	0	4	4	1	0	3	1	0	10	1	236	3	3	1	4	13	3	0	0	0	0	0	95	13	1	15	1	0	0	1	5	170	83	0	2	330	0	1	2	4	1	1	0	1	2	1	149	5	4	4	1	34	1	0	12	3	30	6	1	1	0	93	223	2	4	3	87	1	111	1	1	0	2	374	0	0	3	10	13	86	0	25	4	511	6	4	5	1	1	680	6	94	1	1	10	0	250	1	90	1	5	8	0	1	0	3	1	399	2	3	2	0	4	2	4	604	9	1	11	2	0	46	0	190	5	1	0	4	2	3	0	254	4	1	0	2	2	4	3	1	1	1	69	5	6	464	6	8	0	2	1	0	56	3	242	6	0	2	1	6	4	1	0	77	2	0	1	0	0	10	2	4	1	20	0	5	1	1	5
C[Del(T):R6]G	182	0	0	6	199	1	1	0	3	1	0	1	0	0	0	7	0	0	0	3	2	0	8	8	2	0	1	0	0	10	199	0	2	0	0	0	1	203	3	113	0	0	2	3	5	1	1	411	8	0	3	2	1	2	6	9	3	0	373	7	4	1	0	2	3	1	9	0	2	0	13	1	1	397	1	144	0	9	89	1	557	0	19	2	0	1	1	97	3	429	0	1	2	3	1	2	139	2	72	80	1	9	0	1	2	32	0	0	2	5	4	4	2	0	1	0	171	52	0	0	0	0	99	0	2	5	270	465	0	3	0	0	1	6	0	0	0	9	2	2	2	9	3	3	0	2	1	2	455	2	466	1	2	0	3	4	3	0	632	4	576	4	1	1	420	2	4	0	3	0	0	0	1	1	1	9	0	164	0	7	0	0	8	5	0	2	1	0	2	45	12	1	17	2	1	1	0	0	189	76	0	2	166	2	1	0	2	2	2	0	1	0	0	170	3	4	1	2	24	0	2	7	2	7	6	0	1	1	67	219	1	3	2	67	0	122	1	1	1	2	294	2	1	0	13	8	13	1	18	9	578	6	7	0	1	1	617	7	21	1	0	4	2	266	0	65	6	0	10	1	2	1	6	0	292	1	3	6	0	2	0	0	675	7	2	20	2	2	38	1	133	3	1	0	4	4	2	1	189	3	1	0	1	3	0	2	0	1	0	65	4	3	554	3	3	0	3	1	1	46	4	230	6	1	0	0	6	2	0	1	79	1	0	0	0	0	5	0	3	0	9	0	5	0	2	3
C[Del(T):R7]A	816	3	0	25	958	0	3	2	3	0	2	0	0	5	0	0	0	0	1	1	6	12	71	3	2	0	1	0	0	305	858	0	41	0	5	0	4	871	3	519	0	0	2	3	1	2	0	1814	12	1	0	2	0	2	5	170	4	0	1868	29	6	5	5	9	4	2	17	2	2	0	27	19	5	1799	2	766	0	58	471	2	1709	4	185	0	0	1	0	281	18	2148	3	1	0	7	1	9	601	13	298	245	2	54	0	0	18	190	0	0	0	6	68	86	2	0	1	1	866	170	3	2	2	0	356	1	0	10	1371	1988	0	3	30	0	0	20	1	1	0	29	2	1	1	26	9	21	1	1	2	1	2133	5	2183	26	4	2	0	7	0	0	2795	24	2472	10	0	5	1935	3	4	0	3	1	2	1	6	3	2	11	4	898	1	6	1	14	50	3	2	1	3	0	5	698	45	2	80	2	0	1	2	15	733	365	3	4	1221	1	2	2	2	1	3	1	1	3	3	863	3	17	4	2	116	1	1	1	19	100	12	0	1	8	377	1028	5	2	6	373	0	573	0	0	6	1	1704	9	2	5	10	29	84	3	112	13	2314	26	16	0	1	2	3471	8	90	1	2	43	4	1383	3	468	0	1	6	1	0	5	1	1	1662	1	7	3	3	3	0	7	3405	60	0	12	1	1	217	1	698	2	0	0	5	4	25	2	1083	4	2	0	2	3	3	2	3	1	2	271	3	4	2523	12	30	0	9	1	2	246	2	965	5	2	0	0	9	13	0	1	295	3	3	4	0	0	42	10	3	9	43	0	1	0	1	18
C[Del(T):R7]C	816	3	0	21	1314	2	0	4	0	1	4	0	0	17	0	6	0	0	0	0	6	8	63	7	2	0	1	0	2	110	814	0	5	2	1	1	1	730	3	426	2	0	6	8	0	1	1	2753	6	5	1	2	3	2	2	78	4	0	2196	40	2	4	5	5	5	1	27	1	1	0	23	13	6	1402	1	649	0	51	520	0	1473	1	65	2	0	0	2	225	18	2246	1	0	2	9	2	3	657	7	147	211	12	48	0	0	5	182	0	0	4	4	24	23	0	0	0	2	610	191	3	1	1	2	273	3	1	9	1479	1396	1	3	5	1	0	24	4	0	0	32	1	1	7	39	4	19	1	2	2	2	1891	5	1937	19	6	3	4	3	1	0	2296	16	2342	4	0	1	10136	2	3	0	0	2	0	1	3	8	1	8	5	1351	1	11	0	8	35	3	1	0	1	0	4	296	29	1	19	3	1	2	2	14	737	335	3	2	1733	0	5	2	4	2	2	0	2	1	1	730	0	8	2	3	136	7	9	3	11	50	8	4	5	6	365	1072	1	3	4	438	2	461	1	0	2	5	1537	17	0	6	5	37	377	2	59	19	2165	23	9	2	3	3	3558	7	215	2	0	34	3	1315	2	392	2	1	13	0	2	4	6	4	1617	6	7	1	2	1	1	7	3050	39	0	6	1	3	196	6	706	2	2	0	7	5	12	10	1165	4	3	0	2	1	4	2	3	0	1	268	5	2	2028	7	23	0	1	2	0	269	4	1008	4	1	9	0	14	10	0	0	280	1	1	0	0	0	33	7	4	3	50	0	3	0	2	17
C[Del(T):R7]G	1037	8	0	22	1040	1	0	1	5	1	2	0	0	3	0	2	3	0	0	0	2	4	59	2	2	0	0	0	0	51	942	0	9	3	0	0	2	1014	3	574	2	0	1	5	1	1	0	2170	13	0	1	3	0	1	4	54	2	0	1976	28	4	4	3	3	1	2	28	0	1	0	34	13	4	2215	1	907	0	43	484	0	1791	0	40	1	0	0	4	324	20	2364	1	1	4	7	3	7	850	4	168	287	3	56	1	1	9	208	0	0	4	4	25	17	0	0	0	4	1011	193	1	1	1	1	403	0	3	4	1535	1792	0	2	11	0	0	17	2	4	0	23	0	3	2	27	8	9	1	1	0	0	2586	2	2433	25	5	0	2	7	0	0	3423	12	2867	3	0	3	2432	0	4	0	3	2	0	0	2	0	2	4	3	850	0	8	0	11	27	2	0	0	2	0	2	184	34	0	30	1	0	1	3	5	828	408	3	4	996	0	1	3	3	2	2	0	4	0	1	982	2	8	2	0	116	0	0	6	11	24	9	0	5	5	332	1096	2	1	10	422	1	640	1	0	1	2	1760	6	0	2	3	24	81	1	61	20	2797	29	14	0	2	0	3702	3	101	1	1	30	2	1531	1	393	3	0	5	0	0	2	4	1	1933	1	13	1	4	4	2	6	4159	41	0	3	4	3	228	1	708	6	1	0	2	3	9	2	1021	3	2	1	3	2	6	1	2	1	0	283	2	6	3144	13	16	0	4	1	0	236	3	1307	3	0	3	1	6	7	3	2	382	1	3	3	0	0	28	4	3	3	42	1	4	0	1	15
C[Del(T):R8]A	1545	3	0	35	1481	0	0	2	0	0	4	0	0	3	0	0	1	0	0	0	14	17	122	3	0	0	1	0	2	188	1403	1	30	3	3	1	2	1660	1	1011	0	0	2	1	4	0	0	2379	9	2	1	1	3	2	2	105	2	0	3451	61	1	9	3	10	1	0	41	1	2	0	43	17	2	3203	1	1494	0	48	826	1	1866	3	98	0	0	1	1	109	28	3397	2	0	0	11	0	15	1178	5	114	327	7	51	0	1	15	344	0	0	8	10	30	49	2	1	0	0	1646	139	3	5	6	2	570	2	3	4	2101	2114	1	2	25	0	0	28	0	2	0	47	2	0	3	39	15	24	0	0	0	1	3585	8	3183	47	5	3	0	0	0	0	4607	0	4151	11	1	7	3504	0	7	0	1	4	2	2	4	10	2	5	12	1540	0	5	1	16	81	0	0	1	3	1	4	463	71	1	68	4	2	2	2	18	1495	622	4	5	2430	2	3	3	3	2	5	0	2	0	3	1686	5	17	0	2	274	4	3	3	22	55	10	1	5	10	767	1956	7	1	6	817	1	1201	0	0	1	2	2972	11	0	10	1	35	163	3	107	34	4008	40	25	3	3	4	6152	10	144	9	4	55	1	2588	4	902	0	3	6	1	1	10	4	3	2985	5	20	4	7	2	3	12	6235	83	4	11	4	5	426	3	1286	4	0	0	4	5	24	7	1879	4	4	0	5	1	6	0	1	2	0	497	5	3	4961	25	43	1	9	1	0	436	2	1932	6	1	8	0	18	22	2	0	598	1	4	4	0	1	89	15	4	8	63	1	1	2	1	24
C[Del(T):R8]C	1333	8	0	25	1975	1	2	0	1	3	5	0	0	9	0	1	1	0	2	0	10	4	102	3	1	0	1	0	1	90	1171	0	14	6	2	0	3	1153	7	765	1	0	1	3	1	0	1	3315	6	1	1	0	0	2	1	57	1	0	3534	55	2	1	3	9	5	1	43	0	0	0	51	22	7	2206	0	1133	0	65	758	0	1228	2	29	1	0	1	6	83	27	3126	3	0	1	10	0	8	1007	13	48	204	13	73	0	4	12	248	0	0	2	6	10	11	0	0	0	5	1142	183	3	3	0	0	419	1	1	5	1995	1284	1	3	8	0	0	24	3	0	0	52	1	0	2	27	10	23	1	1	0	0	2995	8	2889	25	4	4	0	1	1	0	3627	0	3607	3	0	7	11078	3	2	0	1	1	1	0	6	6	1	9	2	1854	0	7	0	14	57	2	1	0	0	0	6	231	59	2	23	2	1	1	3	25	1255	563	1	2	3076	0	0	1	3	3	3	0	0	2	1	1313	3	7	1	3	245	2	3	6	15	49	12	1	4	8	648	2078	6	0	11	730	3	802	0	0	3	8	2648	14	2	4	1	54	501	0	71	24	3312	37	15	3	1	0	6336	7	284	3	2	54	3	2118	3	608	5	6	7	0	2	7	5	1	2914	2	12	0	6	1	0	7	5231	88	1	6	2	6	323	4	1337	4	1	0	4	4	20	5	1821	8	6	1	1	1	2	0	5	2	0	415	7	5	3508	15	29	0	8	1	0	512	2	1749	2	1	7	0	22	18	2	1	442	3	1	1	0	1	58	14	4	2	72	1	1	0	1	16
C[Del(T):R8]G	1940	4	0	20	1521	0	0	1	0	1	0	0	0	6	0	1	0	0	0	1	9	6	114	6	0	0	0	0	1	27	1595	0	10	1	4	0	3	1919	4	999	1	0	1	2	0	1	0	2560	1	0	0	1	2	3	4	28	0	0	3411	43	0	3	2	11	2	0	27	1	1	0	37	9	2	3812	1	1678	0	41	761	0	1318	1	24	0	0	1	1	166	36	3788	1	0	0	9	1	8	1370	4	36	414	3	53	0	1	9	325	0	0	4	7	7	7	1	0	1	1	1645	199	3	1	2	19	641	2	0	3	1998	1605	0	1	3	0	0	23	1	1	1	47	3	0	2	24	10	21	1	0	0	0	4018	3	3442	19	6	0	2	1	0	0	5161	0	4643	2	0	1	3881	1	0	0	2	2	0	1	5	4	2	2	6	1406	1	4	0	14	69	2	0	1	1	1	0	109	55	1	17	0	0	1	2	16	1488	690	0	7	1739	1	2	1	0	1	2	0	2	1	0	1736	1	8	0	0	255	1	0	0	13	10	10	1	4	7	609	1921	2	1	9	770	1	1245	0	0	5	5	3030	12	0	3	2	35	116	1	57	22	4201	32	12	2	1	1	5970	5	157	2	1	36	3	2886	0	667	3	2	1	0	2	6	2	1	3262	4	13	0	3	2	1	10	7126	57	1	3	2	7	430	2	1190	1	1	0	3	3	19	3	1636	8	6	0	0	0	4	0	2	0	2	532	2	4	5149	13	31	0	5	0	0	441	1	2350	0	0	2	1	10	11	2	0	676	2	1	4	0	0	62	16	0	3	54	0	1	0	2	18
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	2	0	0	4	2	2	2	0	9	2	4	3	0	2	0	30	3	0	0	1	0	1	2	8	2	0	2	0	3	0	2	0	0	1	1	0	1	2	4	1	0	0	2	13	1	0	1	0	10	1	17	2	0	3	7	2	2	0	17	3	11	7	4	0	6	8	4	4	7	0	6	2	7	1	3	2	0	4	3	2	2	1	13	0	0	2	2	2	2	9	0	1	3	1	3	2	2	3	1	0	0	1	2	1	1	2	1	0	5	6	1	0	4	0	3	2	0	0	0	3	3	2	2	3	2	10	2	1	2	1	2	0	0	4	0	3	2	1	2	3	5	4	1	7	1	5	4	2	12	0	4	1	2	6	5	2	38	1	3	6	28	3	3	2	12	10	7	0	2	1	1	0	28	1	1	24	3	2	13	2	0	1	0	13	2	10	2	2	1	3	2	1	1	1	0	3	3	2	1	0	1	3	8	3	0	3	2	7	3	0	1	1	0	2	7	5	21	5	3	1	2	33	2	1	9	1	1	1	11	6	2	11	5	4	2	8	0	5	3	3	4	1	2	0	42	6	1	5	2	7	54	5	12	0	12	3	6	8	2	4	2	2	1	8	0	2	7	8	14	1	3	1	13	1	5	1	1	2	2	1	4	0	44	2	3	33	1	4	4	0	4	2	4	0	1	0	3	4	4	4	3	2	5	6	4	3	2	1	0	2	1	2	1	3	1	2	1	1	0	0	16	1	12	3	2	1	29	3	0	2	3	4	0	1	1	0	3	1	9	1	2	1	9	1	8	6
G[Del(T):R1]C	1	0	0	7	9	2	1	1	14	0	4	0	0	3	0	11	0	0	1	1	0	0	4	3	4	0	1	0	2	3	3	0	0	1	6	2	1	0	4	1	0	0	1	3	3	0	3	5	6	0	4	2	0	1	8	8	4	0	4	7	6	4	3	0	4	3	4	1	4	0	4	2	7	0	2	0	0	22	0	2	2	0	1	2	0	2	1	0	2	3	0	0	1	9	5	1	3	1	4	0	2	5	1	1	4	6	0	0	9	4	2	1	2	0	2	2	1	0	0	5	4	0	3	2	3	5	3	2	1	3	0	1	0	13	1	1	1	1	1	3	3	2	1	5	0	5	7	6	4	0	6	0	3	3	2	4	5	1	2	0	11	1	2	2	33	9	9	0	7	1	0	0	2	0	1	10	1	2	12	15	2	0	5	2	1	3	0	0	0	6	3	1	0	0	1	0	3	1	4	0	0	2	5	1	0	3	3	7	3	1	0	2	0	5	4	19	0	3	1	0	1	9	2	1	4	2	2	0	9	11	1	3	7	3	1	4	0	7	2	4	6	0	2	0	11	3	7	2	5	5	6	4	3	0	10	3	12	8	10	1	0	4	8	11	5	1	1	2	4	0	2	4	4	0	4	1	6	3	1	2	7	2	8	1	2	9	6	6	4	1	2	3	3	1	5	5	0	3	5	3	0	2	7	4	3	5	0	4	0	0	1	2	7	0	4	0	5	0	0	3	6	3	5	4	1	0	5	2	1	1	4	6	0	1	1	0	2	1	6	2	2	1	3	0	0	7
G[Del(T):R1]G	4	0	0	6	5	4	5	0	9	0	4	0	2	2	2	17	7	0	5	1	2	1	1	8	2	0	5	0	1	3	6	0	0	1	2	2	2	3	4	3	0	0	5	8	4	2	6	18	11	0	8	1	1	3	14	5	4	0	52	2	12	15	5	4	2	4	1	6	4	0	11	3	4	5	2	6	0	7	0	3	10	1	37	1	0	0	2	1	3	29	1	2	4	3	4	2	2	3	0	3	0	4	2	3	2	4	1	0	4	1	1	1	3	0	2	0	9	0	1	3	3	0	3	1	4	6	8	5	2	4	1	0	2	8	1	3	3	1	0	2	7	1	3	13	1	5	9	4	38	0	11	1	2	5	3	5	20	2	10	0	111	2	0	7	66	8	9	0	11	0	4	1	84	1	1	10	4	14	16	5	0	3	4	6	4	6	1	3	0	6	3	1	8	3	0	2	2	3	20	9	4	2	48	4	3	4	5	4	5	1	4	2	1	12	3	7	1	5	6	0	3	13	5	3	4	3	2	2	31	30	7	6	5	14	2	20	1	8	1	1	29	0	5	0	22	4	8	0	2	15	106	6	40	1	6	3	58	7	13	0	1	4	7	19	2	13	0	0	8	2	1	12	7	0	29	2	1	3	3	4	2	1	125	5	3	18	3	3	5	1	10	3	1	2	4	1	0	0	15	2	1	2	7	9	4	6	0	3	2	9	2	1	31	1	11	0	4	2	0	6	12	29	8	5	6	0	3	1	2	1	9	7	0	0	0	1	2	3	6	1	4	3	9	2	5	3
G[Del(T):R2]A	0	1	0	23	18	1	99	0	7	2	2	0	0	0	0	11	3	0	3	2	3	1	1	6	0	0	4	0	0	3	2	0	0	0	1	3	1	6	2	1	0	0	4	6	2	1	3	11	6	1	21	0	2	2	5	28	1	0	7	23	5	5	57	1	2	7	2	51	2	0	13	1	0	0	3	4	0	43	4	2	21	0	0	1	0	1	0	0	5	16	1	0	5	5	2	1	8	2	4	1	2	19	1	1	0	5	1	0	4	2	1	2	0	0	3	0	3	4	1	1	1	2	59	0	1	1	3	12	1	1	1	1	0	39	0	5	0	1	0	1	2	3	1	7	0	1	3	5	13	0	12	1	3	4	1	0	17	0	8	4	9	1	0	3	68	7	407	1	7	3	1	0	1	4	3	8	3	5	7	9	6	0	1	4	0	8	1	0	3	4	4	1	0	1	1	0	3	1	1	0	0	3	4	1	3	1	5	5	2	0	0	4	1	2	3	39	11	4	2	0	1	13	1	0	4	3	2	1	113	18	3	7	4	2	0	3	1	7	1	3	7	0	5	1	18	5	15	66	3	7	6	16	6	0	4	1	18	7	3	1	1	12	3	8	7	4	5	87	5	15	0	2	8	0	6	0	1	1	2	2	7	6	15	1	0	9	0	3	5	0	10	6	1	0	1	4	2	1	8	5	0	2	4	1	3	3	0	95	52	3	3	2	8	3	21	0	36	1	1	3	3	10	6	2	3	0	27	3	3	1	2	3	1	3	0	0	5	2	1	0	5	0	5	0	54	1
G[Del(T):R2]C	2	0	0	9	7	1	0	1	11	1	2	2	0	1	0	4	1	0	2	0	2	0	4	2	1	0	3	0	1	1	4	0	0	1	1	0	0	2	0	2	0	0	2	5	1	3	3	11	1	0	2	2	1	0	1	10	1	0	3	7	2	5	4	2	0	0	0	1	1	0	1	0	5	4	0	4	0	10	8	1	7	0	0	1	0	0	1	1	0	10	1	1	4	2	3	2	0	1	3	0	1	1	1	3	1	4	0	0	3	1	0	5	2	0	1	1	1	2	1	3	3	0	4	1	0	5	3	7	0	2	0	1	0	6	0	3	0	0	1	1	1	3	0	2	0	0	2	10	11	0	11	0	0	5	0	1	3	0	6	0	8	2	0	1	71	8	7	0	8	0	2	0	2	1	0	1	0	4	7	6	1	0	2	3	0	0	2	1	2	4	4	1	1	1	2	1	7	2	4	3	1	2	9	1	1	1	8	3	3	0	0	1	0	2	0	5	0	3	1	0	0	4	2	1	2	0	4	0	18	11	1	4	7	3	0	5	1	8	1	2	5	1	4	1	7	1	4	1	0	9	9	3	2	0	5	1	8	0	5	0	1	9	3	7	2	5	2	6	2	0	0	2	4	5	9	0	2	2	2	3	0	1	8	1	0	1	3	3	5	1	7	1	0	0	1	1	1	3	5	4	0	0	2	3	6	7	0	5	1	0	0	1	5	1	7	1	14	0	0	1	5	9	2	3	7	0	3	2	2	1	2	3	0	0	1	0	4	0	4	2	0	0	0	0	2	3
